02, 77561446215, 20221229050625, 20221229071053
02, 78664279226, 20221218100027, 20221218143821
01, 79407064472, 20230130001719, 20230130010044
01, 77896128283, 20221021211231, 20221022030055
02, 71720764528, 20221228212459, 20221228230227
01, 79258161004, 20221216005325, 20221216042246
02, 77444268459, 20230123222248, 20230124023852
01, 74920129361, 20221227233120, 20221228040849
02, 71069798879, 20221117194059, 20221118001500
01, 72831158743, 20221130101105, 20221130112406
01, 75561786961, 20221110232511, 20221110234055
01, 72179960415, 20230109051626, 20230109083452
02, 75799176686, 20221106210936, 20221107010011
01, 72671254987, 20230103032042, 20230103070046
02, 70070901230, 20221224063419, 20221224064915
01, 75688406661, 20221029044010, 20221029074414
01, 74963505463, 20230106233153, 20230107041711
01, 76961540540, 20221205201937, 20221205212512
01, 71305286062, 20230124203207, 20230124221454
02, 72334915824, 20230105185746, 20230105195747
01, 75512157523, 20221110053038, 20221110083842
02, 77444268459, 20230102231022, 20230103024907
01, 72064768865, 20221116144310, 20221116165735
02, 77839763805, 20221025181148, 20221025211039
01, 70225970533, 20230104221746, 20230105030614
01, 72123653814, 20221021125647, 20221021133436
02, 75184629414, 20221214120411, 20221214152605
01, 71466455684, 20221204195303, 20221204220613
01, 70240926676, 20230126132737, 20230126164047
02, 71047869874, 20221124075736, 20221124091125
01, 79662484947, 20221120190326, 20221120224045
02, 77942980224, 20221127193924, 20221127202918
02, 74383374691, 20221130050334, 20221130054909
02, 76852399332, 20230207101326, 20230207124747
02, 72219907297, 20221115194814, 20221115232122
01, 79940102567, 20221104025728, 20221104082523
02, 75006913172, 20230109000128, 20230109053400
02, 70790201374, 20221118155831, 20221118163202
02, 74514288783, 20230105185332, 20230105213951
02, 71226789859, 20221122201617, 20221123001108
02, 77853894466, 20230105113842, 20230105164400
01, 73547829506, 20230204040332, 20230204083830
02, 77382325983, 20221119131252, 20221119142025
01, 76300429438, 20221021183314, 20221022001035
02, 75909047435, 20230122035647, 20230122070013
02, 73005377314, 20230114012442, 20230114040155
02, 73007739518, 20221122110116, 20221122112236
01, 71295345758, 20221222181931, 20221222200642
01, 72100686627, 20221106012145, 20221106025855
01, 78858143453, 20221217085700, 20221217114014
02, 79197764000, 20221203190311, 20221203230308
01, 79360263076, 20221210222722, 20221211012020
02, 71304915324, 20221028101924, 20221028104657
01, 73513312654, 20230113005835, 20230113044759
02, 79182206325, 20230107233844, 20230108010854
02, 76299677772, 20230101173521, 20230101183220
02, 78108774299, 20230111130159, 20230111144904
01, 72260294671, 20221023103205, 20221023144144
01, 75615958128, 20230316094007, 20230316151605
01, 76343813965, 20221109110238, 20221109153144
02, 77075613604, 20230204020156, 20230204033937
01, 76959913372, 20221126110825, 20221126151154
01, 77889449197, 20221220172328, 20221220210629
02, 72831158743, 20221210132043, 20221210133444
01, 70785478734, 20230125113240, 20230125170539
02, 71145064035, 20221101172222, 20221101214802
01, 72943932579, 20221112011250, 20221112054401
02, 73271582268, 20221029025809, 20221029031152
02, 74987650055, 20230117024654, 20230117081209
02, 79665861875, 20221107022102, 20221107050835
01, 74153549317, 20221103130517, 20221103180819
01, 79648314586, 20221120093951, 20221120134025
02, 74142950491, 20221226070454, 20221226120116
01, 76502107984, 20230212052232, 20230212064137
01, 73231178847, 20221127084524, 20221127093116
02, 71133043520, 20221116235427, 20221117054557
02, 78773198706, 20221105032626, 20221105055718
02, 76108787080, 20230111200152, 20230112011542
01, 75231703331, 20221114154904, 20221114201757
01, 74613606061, 20221102063029, 20221102094637
02, 74674928541, 20221117023325, 20221117060839
01, 70072193583, 20230119153000, 20230119200951
01, 70230556794, 20230102233550, 20230103012629
01, 75799176686, 20221210114958, 20221210115543
02, 77725581179, 20221215190112, 20221215200949
02, 70590957681, 20230105183254, 20230105214428
01, 78832855706, 20230121084110, 20230121100429
01, 77706766891, 20221115120526, 20221115150012
01, 72280198771, 20221118164455, 20221118184522
01, 78423206945, 20221103005220, 20221103044909
01, 75240705737, 20221023075952, 20221023135652
02, 71305286062, 20221125200156, 20221126014845
01, 77342857145, 20221216042334, 20221216072432
02, 71613703065, 20221126130707, 20221126133910
01, 75098163329, 20221130172712, 20221130185621
01, 72096117615, 20221222205927, 20221222214713
02, 71105056592, 20230121034904, 20230121035817
02, 75441449172, 20230106224356, 20230107035552
02, 79930106781, 20221024085242, 20221024124208
02, 77984266489, 20230305011357, 20230305040241
02, 72097743259, 20221221034652, 20221221034751
01, 74963505463, 20230131052849, 20230131091426
01, 72258165975, 20221111205546, 20221112015651
01, 72564183080, 20230116193026, 20230117003948
01, 79961122838, 20221221045951, 20221221055252
02, 74868154929, 20221213062853, 20221213102548
02, 76541727557, 20221120050646, 20221120105915
02, 70882071246, 20221216102508, 20221216160101
02, 77066942818, 20221114184546, 20221115004145
02, 78840938181, 20221102025716, 20221102055342
01, 70380872712, 20221204210233, 20221204213238
01, 74732926451, 20221205100255, 20221205120047
01, 74668388372, 20221229211308, 20221230025655
01, 70243565189, 20221102150206, 20221102192449
01, 75799176686, 20221121045538, 20221121062624
01, 75825718337, 20230129120232, 20230129170512
02, 77530703153, 20221201200456, 20221202001117
01, 77470822986, 20230113113907, 20230113173251
01, 73722679025, 20221223132618, 20221223152007
01, 72943932579, 20221208185746, 20221208235803
01, 79762327716, 20221104051211, 20221104055536
